"","id","choiceid","choice","price1","time1","change1","comfort1","price2","time2","change2","comfort2"
"77",7,6,"choice1",3400,160,0,1,4000,125,0,0
"78",7,7,"choice1",2800,160,0,0,2800,125,0,1
"79",7,8,"choice2",3400,125,0,1,3400,140,0,0
"80",8,1,"choice1",3375,115,0,0,4500,115,0,1
"81",8,2,"choice2",4500,115,0,1,2250,125,0,1
"82",8,3,"choice1",2250,125,0,1,4500,105,0,1
"83",8,4,"choice1",3375,115,0,0,2250,115,0,1
"84",8,5,"choice1",4500,125,0,0,3375,105,0,1
"85",8,6,"choice1",2250,125,0,1,4500,125,0,0
"86",8,7,"choice1",3375,125,0,1,4500,115,0,1
"87",8,8,"choice1",3375,125,0,1,4500,105,0,1
"88",9,1,"choice2",5460,215,1,2,4200,195,1,1
"89",9,2,"choice2",4200,240,1,2,5460,240,2,1
"90",9,3,"choice1",5460,195,1,1,4830,195,2,2
"91",9,4,"choice2",4200,215,2,1,5460,195,1,1
"92",9,5,"choice2",4830,195,2,2,5460,215,1,2
"93",9,6,"choice2",4830,215,1,1,5460,195,1,1
"94",9,7,"choice1",4830,215,1,1,4200,215,2,1
"95",9,8,"choice1",4200,215,2,1,5460,215,1,2
"96",9,9,"choice2",5460,240,2,1,4830,195,2,2
"97",9,10,"choice2",4830,240,1,1,4200,215,2,1
"98",9,11,"choice1",5460,215,1,2,4830,240,1,1
"99",9,12,"choice1",4830,195,2,2,4830,240,1,1
"100",10,1,"choice2",7280,112,0,2,6240,92,0,1
"101",10,2,"choice2",5200,102,0,1,6240,92,0,1
"102",10,3,"choice1",5200,102,0,1,7280,92,1,1
"103",10,4,"choice2",5200,92,0,2,7280,102,0,1
"104",10,5,"choice1",5200,112,1,1,7280,112,0,2
"105",10,6,"choice1",5200,112,1,1,5200,92,0,2
"106",10,7,"choice2",6240,112,0,1,5200,112,1,1
"107",10,8,"choice1",6240,102,1,2,7280,112,0,2
"108",10,9,"choice2",6240,102,1,2,6240,112,0,1
"109",10,10,"choice2",7280,102,0,1,7280,92,1,1
"110",10,11,"choice1",6240,112,0,1,7280,102,0,1
"111",10,12,"choice2",7280,92,1,1,6240,112,0,1
"112",11,1,"choice2",3510,157,2,1,3105,122,1,1
"113",11,3,"choice1",2700,122,2,1,2700,137,1,1
"114",11,4,"choice2",3510,122,1,2,2700,137,1,1
"115",11,6,"choice1",3510,137,1,1,2700,157,1,2
"116",11,7,"choice1",3105,137,2,2,3510,157,2,1
"117",11,9,"choice2",2700,157,1,2,3510,122,1,2
"118",11,10,"choice1",3510,122,1,2,3105,157,1,1
"119",12,1,"choice1",3000,120,0,1,3000,140,2,1
"120",12,2,"choice2",1500,105,2,1,1500,140,0,0
"121",12,3,"choice2",1500,120,1,1,1500,140,0,0
"122",12,4,"choice2",2250,105,0,1,2250,120,2,0
"123",12,5,"choice2",1500,105,2,1,2250,120,2,0
"124",12,6,"choice1",3000,105,1,0,2250,140,1,1
"125",12,7,"choice1",1500,105,2,1,2250,105,0,1
"126",12,8,"choice2",3000,120,0,1,1500,120,1,1
"127",12,9,"choice1",2250,140,1,1,3000,120,0,1
"128",12,10,"choice1",1500,140,0,0,3000,105,1,0
"129",12,11,"choice1",1500,105,2,1,3000,105,1,0
"130",12,12,"choice2",1500,105,2,1,1500,120,1,1
"131",12,13,"choice1",1500,120,1,1,2250,120,2,0
"132",12,14,"choice1",2250,105,0,1,3000,105,1,0
"133",13,1,"choice2",2000,135,1,1,2000,100,1,1
"134",13,2,"choice2",4000,135,1,0,2000,135,1,1
"135",13,3,"choice1",3000,100,1,0,4000,100,0,1
"136",13,4,"choice1",2000,135,1,1,3000,135,0,1
"137",13,5,"choice1",2000,100,1,1,4000,100,0,1
"138",13,6,"choice2",4000,135,1,0,4000,115,1,1
"139",13,7,"choice2",4000,100,0,1,3000,115,1,1
"140",13,8,"choice2",2000,100,1,1,2000,115,0,0
"141",13,9,"choice1",2000,135,1,1,4000,115,1,1
"142",13,10,"choice1",2000,115,0,0,3000,100,1,0
"143",13,11,"choice1",3000,135,0,1,4000,100,0,1
"144",13,12,"choice1",2000,135,1,1,3000,100,1,0
"145",13,13,"choice2",3000,135,0,1,3000,100,1,0
"146",13,14,"choice2",3000,135,0,1,3000,115,1,1
"147",14,1,"choice2",1875,145,2,1,1875,130,1,0
"148",14,2,"choice1",1875,115,0,1,1875,130,1,0
"149",14,3,"choice1",1250,145,1,1,1875,130,1,0
"150",14,4,"choice1",2500,115,1,1,1875,145,2,1
"151",14,5,"choice1",1250,130,0,1,2500,145,0,0
"152",14,6,"choice2",2500,115,1,1,1250,130,0,1
"153",14,7,"choice2",2500,145,0,0,1250,145,1,1
"154",14,8,"choice2",1250,115,2,0,1875,130,1,0
"155",14,9,"choice1",1875,115,0,1,1250,145,1,1
"156",14,10,"choice2",1875,145,2,1,2500,145,0,0
"157",14,11,"choice2",2500,145,0,0,1250,115,2,0
"158",14,12,"choice1",1250,115,2,0,2500,115,1,1
"159",14,13,"choice2",2500,145,0,0,2500,130,2,1
"160",14,14,"choice2",1875,115,0,1,1250,130,0,1
"161",15,1,"choice2",3500,105,0,1,1750,95,0,1
"162",15,2,"choice2",3500,95,0,0,2625,105,0,0
"163",15,3,"choice1",2625,95,0,1,3500,95,0,0
"164",15,4,"choice1",1750,120,0,0,2625,95,0,1
"165",15,5,"choice2",1750,120,0,0,1750,95,0,1
"166",15,6,"choice2",2625,95,0,1,2625,105,0,0
"167",15,7,"choice1",1750,120,0,0,2625,105,0,0
"168",15,8,"choice2",1750,120,0,0,1750,105,0,1
"169",15,9,"choice1",2625,120,0,1,3500,105,0,1
"170",15,10,"choice1",3500,95,0,0,2625,120,0,1
"171",16,1,"choice2",6300,165,1,1,5250,150,1,1
"172",16,2,"choice1",6300,185,0,1,5250,165,0,2
"173",16,3,"choice2",5250,185,0,1,5775,165,0,1
"174",16,4,"choice1",5250,185,0,1,6300,150,0,2
"175",16,5,"choice2",5250,150,1,1,5250,165,0,2
"176",16,6,"choice1",6300,150,0,2,6300,165,1,1
"177",16,7,"choice1",5250,165,0,2,6300,150,0,2
"178",16,8,"choice1",6300,150,0,2,5775,185,1,2
"179",16,9,"choice2",6300,150,0,2,5250,150,1,1
"180",16,10,"choice2",6300,165,1,1,5775,185,1,2
"181",17,1,"choice2",2500,125,1,1,2000,100,0,1
"182",17,2,"choice2",2500,110,0,1,2500,100,1,0
"183",17,3,"choice2",2500,110,0,1,1500,110,1,1
"184",17,4,"choice2",2500,110,0,1,2000,110,1,0
"185",17,5,"choice2",2500,110,0,1,1500,125,0,0
"186",17,6,"choice1",1500,125,0,0,2500,100,1,0
"187",17,7,"choice2",2500,100,1,0,1500,100,1,1
"188",17,8,"choice2",2000,110,1,0,1500,125,0,0
"189",17,9,"choice2",2000,100,0,1,1500,125,0,0
"190",17,10,"choice1",2000,110,1,0,2500,100,1,0
"191",17,11,"choice2",1500,125,0,0,1500,100,1,1
"192",17,12,"choice1",1500,110,1,1,2000,110,1,0
"193",17,13,"choice2",2000,100,0,1,2000,110,1,0
"194",17,14,"choice2",2500,100,1,0,2000,125,1,1
"195",17,15,"choice1",1500,125,0,0,1500,110,1,1
"196",18,1,"choice1",3600,125,0,1,4000,140,1,1
"197",18,2,"choice1",3200,160,1,1,4000,140,1,1
"198",18,3,"choice1",4000,160,0,0,4000,140,1,1
"199",18,4,"choice1",3600,125,0,1,4000,160,0,0
"200",18,5,"choice1",3200,140,0,1,4000,160,0,0
"201",18,6,"choice2",3200,160,1,1,4000,125,1,1
"202",18,7,"choice2",3200,140,0,1,3600,125,0,1
"203",18,8,"choice2",3200,125,1,0,3200,140,0,1
"204",18,9,"choice1",3200,160,1,1,4000,160,0,0
"205",18,10,"choice1",3600,140,1,0,3200,160,1,1
"206",18,11,"choice2",4000,140,1,1,3600,160,1,1
"207",18,12,"choice1",4000,160,0,0,3600,160,1,1
"208",18,13,"choice1",3600,140,1,0,4000,125,1,1
"209",19,1,"choice1",2700,85,0,1,3000,95,0,1
"210",19,2,"choice2",2700,105,0,0,3000,85,0,0
"211",19,3,"choice1",2700,85,0,1,2700,105,0,0
"212",19,4,"choice1",2700,85,0,1,2400,105,0,1
"213",19,5,"choice1",2700,105,0,0,2400,105,0,1
"214",19,6,"choice1",2700,105,0,0,2700,95,0,1
"215",19,7,"choice2",2400,85,0,1,2400,95,0,0
"216",19,8,"choice1",3000,85,0,0,2700,85,0,1
"217",19,9,"choice1",2400,85,0,1,3000,85,0,0
"218",19,10,"choice1",2400,105,0,1,3000,95,0,1
"219",19,11,"choice1",2400,105,0,1,2700,95,0,1
"220",20,1,"choice2",2800,95,0,1,1960,95,0,0
"221",20,2,"choice1",2380,95,0,1,2380,110,0,0
"222",20,3,"choice1",2800,120,0,0,2380,120,0,1
"223",20,4,"choice2",1960,110,0,1,2380,110,0,0
"224",20,5,"choice2",2800,120,0,0,1960,110,0,1
"225",20,6,"choice1",2800,95,0,1,2800,120,0,0
"226",20,7,"choice2",2380,120,0,1,2800,110,0,1
"227",20,8,"choice2",2380,110,0,0,2800,95,0,1
"228",20,9,"choice2",2800,120,0,0,2800,110,0,1
"229",20,10,"choice1",2800,110,0,1,1960,120,0,1
"230",20,11,"choice2",1960,120,0,1,2800,120,0,0
"231",21,1,"choice2",2520,135,1,1,2520,125,0,1
"232",21,2,"choice2",2800,150,0,1,2800,125,1,0
"233",21,3,"choice2",2800,135,1,1,2800,150,0,1
"234",21,4,"choice2",2800,135,1,1,2240,150,1,1
"235",21,5,"choice1",2240,150,1,1,2800,150,0,1
"236",21,6,"choice1",2520,150,1,0,2800,125,1,0
"237",21,7,"choice2",2520,125,0,1,2520,150,1,0
"238",21,8,"choice1",2240,150,1,1,2520,125,0,1
"239",21,9,"choice1",2240,125,1,1,2520,150,1,0
"240",21,10,"choice2",2800,125,1,0,2240,150,1,1
"241",21,11,"choice1",2520,135,1,1,2800,125,1,0
"242",21,12,"choice2",2240,125,1,1,2240,135,0,0
"243",21,13,"choice1",2240,150,1,1,2520,150,1,0
"244",22,1,"choice1",3500,130,1,1,4375,130,2,2
"245",22,2,"choice1",4375,130,2,2,5250,115,1,2
"246",22,4,"choice2",3500,140,1,2,3500,115,2,1
"247",22,5,"choice1",4375,140,1,1,4375,130,2,2
"248",22,6,"choice1",4375,140,1,1,3500,140,1,2
"249",22,7,"choice2",3500,130,1,1,3500,115,2,1
"250",22,8,"choice2",5250,115,1,2,5250,140,2,1
"251",22,9,"choice2",4375,115,1,1,3500,130,1,1
"252",22,10,"choice2",4375,130,2,2,5250,140,2,1
"253",23,1,"choice2",4025,110,0,2,4025,100,0,1
"254",23,2,"choice1",3500,100,1,2,4550,110,1,1
"255",23,3,"choice2",4550,90,0,2,3500,100,1,2
"256",23,4,"choice2",4025,110,0,2,4025,90,1,1
"257",23,5,"choice2",4550,100,0,1,3500,100,1,2
"258",23,6,"choice2",4550,90,0,2,4550,110,1,1
"259",23,7,"choice2",3500,100,1,2,3500,110,0,1
"260",23,8,"choice2",4025,100,0,1,3500,100,1,2
"261",23,9,"choice2",4025,100,0,1,4025,90,1,1
"262",23,10,"choice2",4025,90,1,1,3500,110,0,1
"263",23,11,"choice2",4550,110,1,1,4025,110,0,2
"264",23,12,"choice1",4025,110,0,2,4550,100,0,1
"265",23,13,"choice1",3500,100,1,2,4025,90,1,1
"266",24,1,"choice1",3600,105,0,0,4000,105,0,1
"267",24,2,"choice2",3200,105,0,1,3600,95,0,1
"268",24,3,"choice2",3600,120,0,1,4000,95,0,0
"269",24,4,"choice1",3600,95,0,1,3600,105,0,0
"270",24,5,"choice2",3600,95,0,1,4000,95,0,0
"271",24,6,"choice2",3200,120,0,0,3600,95,0,1
"272",24,7,"choice2",3200,120,0,0,4000,105,0,1
"273",24,8,"choice2",3600,105,0,0,3200,105,0,1
"274",24,9,"choice2",4000,95,0,0,3200,95,0,1
"275",25,1,"choice1",2800,115,0,1,3500,135,0,1
"276",25,2,"choice1",2800,100,1,1,3500,115,1,0
"277",25,3,"choice1",3500,100,1,1,3150,135,1,1
"278",25,4,"choice1",3500,100,1,1,2800,135,1,0
"279",25,5,"choice2",2800,115,0,1,3500,115,1,0
"280",25,6,"choice2",2800,135,1,0,2800,115,0,1
"281",25,7,"choice1",3500,100,1,1,2800,115,0,1
"282",25,8,"choice2",2800,135,1,0,3150,115,1,1
"283",25,9,"choice1",3500,100,1,1,3500,115,1,0
"284",25,10,"choice2",2800,100,1,1,3150,100,0,0
"285",25,11,"choice1",2800,135,1,0,3500,135,0,1
"286",25,12,"choice1",3500,135,0,1,3150,135,1,1
"287",26,1,"choice1",2800,125,1,0,3150,125,1,1
"288",26,2,"choice2",2800,105,0,1,3150,115,0,0
"289",26,3,"choice2",3150,105,1,1,2800,125,1,0
"290",26,4,"choice2",2800,125,1,0,3150,115,0,0
"291",26,5,"choice2",3150,125,1,1,3500,115,1,1
"292",26,6,"choice1",2800,105,0,1,2800,125,1,0
"293",26,7,"choice1",3150,105,1,1,2800,115,1,1
"294",26,8,"choice2",3500,105,1,0,3500,125,0,1
"295",26,9,"choice1",2800,115,1,1,3500,105,1,0
"296",26,10,"choice2",3500,125,0,1,2800,125,1,0
"297",26,11,"choice1",3500,125,0,1,3150,105,1,1
"298",27,1,"choice2",3920,150,0,1,3360,125,0,1
"299",27,2,"choice2",3360,140,0,1,2800,125,1,1
"300",27,3,"choice2",3360,125,0,1,2800,150,0,1
"301",27,4,"choice1",2800,140,0,2,3920,150,0,1
"302",27,5,"choice2",3360,150,1,2,3920,150,0,1
"303",27,6,"choice2",3920,125,0,2,3360,140,0,1
"304",27,7,"choice1",2800,140,0,2,3360,140,0,1
"305",27,8,"choice1",3360,150,1,2,3920,125,0,2
"306",27,9,"choice1",3920,140,1,1,3920,125,0,2
"307",27,10,"choice2",2800,140,0,2,2800,150,0,1
"308",27,11,"choice1",2800,125,1,1,2800,150,0,1
"309",27,12,"choice1",3920,140,1,1,3360,150,1,2
"310",27,13,"choice2",3920,150,0,1,3920,140,1,1
"311",27,14,"choice1",2800,140,0,2,3360,125,0,1
"312",28,1,"choice2",3185,133,0,2,2815,108,0,1
"313",28,2,"choice2",2450,133,1,1,2815,108,0,1
"314",28,3,"choice1",3185,108,1,1,3185,123,0,1
"315",28,4,"choice1",3185,108,1,1,2815,133,0,1
"316",28,5,"choice1",2450,133,1,1,3185,123,0,1
"317",28,6,"choice1",2450,108,0,2,3185,123,0,1
"318",28,7,"choice1",2450,133,1,1,2815,133,0,1
"319",28,8,"choice2",2450,133,1,1,2450,108,0,2
"320",28,9,"choice2",2815,133,0,1,3185,123,0,1
"321",28,10,"choice2",2450,123,0,1,2815,108,0,1
"322",28,11,"choice1",2815,123,1,2,3185,123,0,1
"323",28,12,"choice1",2450,108,0,2,3185,108,1,1
"324",28,13,"choice1",2450,123,0,1,3185,108,1,1
"325",28,14,"choice2",2450,123,0,1,2450,108,0,2
"326",28,15,"choice2",2815,123,1,2,3185,108,1,1
"327",28,16,"choice2",3185,108,1,1,2450,133,1,1
"328",28,17,"choice2",2815,108,0,1,2450,108,0,2
"329",29,1,"choice1",3150,140,0,1,3500,140,1,1
"330",29,2,"choice2",2800,140,2,0,2800,120,0,1
"331",29,3,"choice1",3150,105,2,1,3500,140,1,1
"332",29,5,"choice1",2800,105,1,1,3500,105,0,0
"333",29,6,"choice1",2800,105,1,1,3150,120,1,0
"334",29,7,"choice1",3500,105,0,0,3150,140,0,1
"335",29,8,"choice1",3500,105,0,0,3150,105,2,1
"336",29,9,"choice2",3150,140,0,1,2800,140,2,0
"337",29,10,"choice2",3500,105,0,0,2800,140,2,0
"338",29,11,"choice1",3150,140,0,1,3500,120,2,1
"339",29,12,"choice2",3150,140,0,1,3150,105,2,1
"340",29,14,"choice2",3500,140,1,1,3500,120,2,1
"341",30,1,"choice1",2800,135,1,0,3500,150,1,1
"342",30,2,"choice1",2100,135,1,1,3500,135,0,1
"343",30,3,"choice2",3500,135,0,1,2100,150,0,0
"344",30,4,"choice2",2800,125,0,1,2100,125,1,1
"345",30,5,"choice1",2800,150,1,1,3500,135,0,1
"346",30,6,"choice2",2800,135,1,0,2100,150,0,0
"347",30,7,"choice1",2100,135,1,1,2800,135,1,0
"348",30,8,"choice1",2100,125,1,1,3500,125,1,0
"349",30,9,"choice1",2100,150,0,0,2800,125,0,1
"350",30,10,"choice1",2800,125,0,1,2800,135,1,0
"351",30,11,"choice2",3500,125,1,0,2800,135,1,0
